Language	English
HELP_MESSAGE_KEYS	Você encontrou uma das chaves necessárias!
HELP_MESSAGE_KEY_2.3	Você encontrou uma Chave de Pedra Rúnica.
HELP_MESSAGE_KEY_2.8	Você encontrou uma das Pedras Rúnicas da ponte que estavam perdidas.
HELP_MESSAGE_KEY_5.4	Você encontrou uma das Chaves do Claustro da Abadia.
HELP_MESSAGE_KEY_6.1	Você encontrou a Chave do Vampiro.
HELP_MESSAGE_KEY_6.5	Você encontrou a Chave do Açougueiro.
HELP_MESSAGE_KEY_6.5_A	O Açougueiro deixou cair uma Chave. Você precisa dela para sair da cozinha.
HELP_MESSAGE_KEY_7.1	Você encontrou a Chave da Varanda.
HELP_MESSAGE_KEY_7.3	Você encontrou a Chave Branca.
HELP_MESSAGE_KEY_8.1	Você encontrou a Chave da Torre.
HELP_MESSAGE_KEY_9.1	O espantalho deixou cair uma chave.
HELP_MESSAGE_KEY_9.3_1	Você encontrou a primeira chave da Caixa da Música!
HELP_MESSAGE_KEY_9.3_2	Você encontrou a segunda chave da Caixa da Música!
HELP_MESSAGE_KEY_9.3_3	Você encontrou a terceira chave da Caixa da Música! Volte para a Toca da Baba!
HELP_MESSAGE_KEY_10.1	Você encontrou um fragmento da runa do Titã.
HELP_MESSAGE_REDLENS_7.3A	Você encontrou uma lente vermelha, mas... para que serve ela?
HELP_MESSAGE_GREENLENS_7.3A	Você encontrou a lente verde. As Lentes podem ser combinadas para criar diferentes cores.
HELP_MESSAGE_BLUELENS_7.3A	Você encontrou a lente azul.
HELP_MESSAGE_NOLENS_7.3A	Você tem que encontrar o resto das lentes para poder usar o dispositivo plenamente.
HELP_MESSAGE_Chapter1_Fountain	.
HELP_MESSAGE_Chapter1_FallenKnight	.
HELP_MESSAGE_Chapter1_Grenades	.
HELP_MESSAGE_Chapter1_Tree	.
HELP_MESSAGE_Chapter1_Lavadora	.
HELP_MESSAGE_Chapter1_Grip	.
HELP_MESSAGE_Chapter1_Pan_Puzzle_Pieces	.
HELP_MESSAGE_Chapter1_Pan_Puzzle	.
PS3_HELP_MESSAGE_Chapter1_Fountain	Aperte R2 para utilizar a Fonte da Vida.
PS3_HELP_MESSAGE_Chapter1_FallenKnight	Aperte R2 para examinar o cadáver do cavaleiro caído.
PS3_HELP_MESSAGE_Chapter1_Grenades	Aperte R2 para pegar a granada.
PS3_HELP_MESSAGE_Chapter1_Tree	Aperte R2 para examinar a árvore.
PS3_HELP_MESSAGE_Chapter1_Lavadora	Aperte R2 para abrir a Arca da Irmandade.
PS3_HELP_MESSAGE_Chapter1_Grip	Aperte R2 para Agarrar.
PS3_HELP_MESSAGE_Chapter1_Pan_Puzzle_Pieces	Aperte R2 para examinar as gravuras.
PS3_HELP_MESSAGE_Chapter1_Pan_Puzzle	Aperte R2 para usar o Amuleto de Pan.
Warning_Mud	A névoa é venenosa! Saia daí!
CHAPTER_1_GRIP_HELP	.
PS3_CHAPTER_1_GRIP_HELP	Aperte R2 para interagir.
1_1_BASIC_ATTACK_TUTORIAL	.
PS3_1_1_BASIC_ATTACK_TUTORIAL	Aperte [[SQUARE]] para ataques diretos e [[TRIANGLE]] para ataques amplos. Aperte [[CROSS]] para saltar. Combine essas ações para desencadear movimentos mortais.
1_1_DAGGER_TUTORIAL_2	.
PS3_1_1_DAGGER_TUTORIAL_2	Atire Adagas pressionando [[CIRCLE]].
1_1_EXPERIENCE_TUTORIAL	.
PS3_1_1_EXPERIENCE_TUTORIAL	Quando você mata um inimigo, você ganha pontos de Experiência. Mate alguns inimigos agora para coletar 25 pontos de Experiência.
1_1_CATCH_TUTORIAL	.
PS3_1_1_CATCH_TUTORIAL	Agarre o Inimigo!
1_1_CATCH_TUTORIAL_2	.
PS3_1_1_CATCH_TUTORIAL_2	Aperte []
1_1_BLOCK_TUTORIAL	.
PS3_1_1_BLOCK_TUTORIAL	Bloqueie!
1_1_DODGE_TUTORIAL	.
PS3_1_1_DODGE_TUTORIAL	Movimente-se enquanto bloqueia para se esquivar.
1_1_MG_MOMENT_CATCH_TUTORIAL_1	.
PS3_1_1_MG_MOMENT_CATCH_TUTORIAL_1	Espere...
1_1_MG_MOMENT_CATCH_TUTORIAL_2	.
PS3_1_1_MG_MOMENT_CATCH_TUTORIAL_2	Aperte qualquer botão agora!
1_1_LIFE_FOUNTAIN_TUTORIAL_0	.
PS3_1_1_LIFE_FOUNTAIN_TUTORIAL_0	Essa é uma Fonte da Vida. Use-a para restaurar sua saúde. Você pode interagir com tudo o que brilha assim!
1_1_LIFE_FOUNTAIN_TUTORIAL_1	.
PS3_1_1_LIFE_FOUNTAIN_TUTORIAL_1	Use a Fonte da Vida agora. Aperte R2 próximo dela.
1_1_DAGGER_TUTORIAL_0	.
PS3_1_1_DAGGER_TUTORIAL_0	Os inimigos derrotados geralmente deixam recompensas. Pegue estas Adagas antes que elas desapareçam!
1_1_DAGGER_TUTORIAL_1	.
PS3_1_1_DAGGER_TUTORIAL_1	Pegue as Adagas antes que elas desapareçam!
1_1_JUMP_TUTORIAL_0	.
PS3_1_1_JUMP_TUTORIAL_0	Agora aperte [[CROSS]] para saltar.
1_1_JUMP_TUTORIAL_1	.
PS3_1_1_JUMP_TUTORIAL_1	Aperte [[SQUARE]] e então [[CROSS]] (Pular) para realizar um ataque aéreo direto. Experimente fazer isso agora.
1_1_JUMP_TUTORIAL_2	.
PS3_1_1_JUMP_TUTORIAL_2	Aperte [[TRIANGLE]] e então [[CROSS]] (Pular) para realizar um ataque aéreo amplo. Experimente fazer isso agora.
1_1_JUMP_TUTORIAL_3	.
PS3_1_1_JUMP_TUTORIAL_3	Agora execute um ataque aéreo sobre um inimigo, pressionando [[SQUARE]] ou [[TRIANGLE]] e então [[CROSS]] (Pular)
1_1_NEW_COMBO_AVALIABLE	.
PS3_1_1_NEW_COMBO_AVALIABLE	Aperte SELECT a qualquer momento para acessar seu Livro de Viagem.
1_1_IMPALE_WARG	Aperte e segure []
1_1_IMPALE_WARG_TOO_EARLY	.
PS3_1_1_IMPALE_WARG_TOO_EARLY	Muito cedo! O warg sabe o que você pretende fazer!
1_4_SYNC_BLOCK_TUTORIAL	.
PS3_1_4_SYNC_BLOCK_TUTORIAL	Tente Bloquear (botão L2) em sincronia com um ataque inimigo.
1_4_SYNC_ATTACK_TUTORIAL_HELP	.
PS3_1_4_SYNC_ATTACK_TUTORIAL_HELP	Aperte [[SQUARE]] repetidamente agora!
1_1_UNBLOCK_TUTO_0	.
PS3_1_1_UNBLOCK_TUTO_0	Este ataque não pode ser bloqueado!
1_1_UNBLOCK_TUTO_1	.
PS3_1_1_UNBLOCK_TUTO_1	Saia daí agora!
1_1_RECOVER_TUTO	.
PS3_1_1_RECOVER_TUTO	Recuperação Rápida!
PS3_Hint_Checkpoint	Checkpoint Alcançado!
Hint_Break_Any_TrollBig	Você não pode destruir esse obstáculo por conta própria...
Hint_Break_Any_TrollBig_Mount	.
PS3_Hint_Break_Any_TrollBig_Mount	Use os ataques do Troll ([[SQUARE]] ou [[TRIANGLE]]) para destruir o obstáculo.
Hint_Break_Any_TrollBigSwamp	Você não pode destruir esse obstáculo por conta própria...
Hint_Break_Any_Warthog	Até mesmo as granadas dos goblins seriam inúteis contra essa porta blindada...
Hint_Break_Any_GoblinGrenade	As granadas poderiam derrubá-la...
Hint_Break_DungeonDoorA_WargGreat	Essa porta é muito pesada: você vai precisar de braços mais fortes para quebrá-la...
Hint_Break_TrollDoorA_TrollBig	Você não pode destruir essa porta por conta própria...
Hint_Break_LAB_RocksBTroll_TrollBig	Você não pode destruir essas pedras por conta própria...
Hint_Break_WarthogDoorA_Warthog	Essa porta é muito resistente: quem sabe se você tomar impulso...
Hint_Bridge_Any_SpiderGiant_Mount	.
PS3_Hint_Bridge_Any_SpiderGiant_Mount	Use o ataque de teia da Aranha ([[TRIANGLE]]) para tecer uma ponte.
Hint_Climb_Any_WargGreat	.
PS3_Hint_Climb_Any_WargGreat	Pule aqui ([[CROSS]]) para começar a escalar.
Hint_Climb_Any_WargGreat_Gabriel	Somente um warg poderia escalar uma parede assim...
Hint_Collectable_Cannot_Take_Crystal	Você já tem um cristal cheio.
Hint_Collectable_Cannot_Take_CrystalSmall	Você já tem um cristal cheio.
Hint_Collectable_Cannot_Take_Flower	Você não pode carregar mais Fadas.
Hint_Collectable_Cannot_Take_TemplarFountain	Você já está cheio de saúde.
Hint_Door_Any_SpiderGiant_Mount	.
PS3_Hint_Door_Any_SpiderGiant_Mount	Use o ataque de teia da Aranha ([[TRIANGLE]]) para arrancar a porta.
Hint_ElectricButton	Dê um soco neste botão para ligá-lo ou desligá-lo.
Hint_ElectricBase	É necessário colocar uma bateria aqui.
Hint_Jump_Abort_WargGreat	Tome impulso antes de saltar.
Hint_Jump_Any_Warthog	Um pouco mais de velocidade ajudaria a saltar sobre o buraco...
Hint_MechanismPush	Dê um soco nesse botão para ligá-lo.
Hint_Punch_Button_Default	Use o poder da luva para ativar esse botão.
Hint_Sprint_Jump_Gap	Tome impulso para então dar um salto duplo.
PS3_Tutorial_Accept	[[CROSS]] Aceitar
TUTORIAL_SUCCESS	.
PS3_TUTORIAL_SUCCESS	Sucesso!
TrollBigSwamp_HitGroundTip	.
PS3_TrollBigSwamp_HitGroundTip	Pule!
PS3_Combat_Chain_Spikes_0	As capacidades de 'Engate' da Cruz de Combate foram aprimoradas.
PS3_Mounts_0	Aperte R2 enquanto o Javali estiver atordoado para montá-lo.
PS3_Dark_Magic_0	Aperte e segure R3 para absorver Orbs Elementares e recarregar sua Magia Sombria.
PS3_Dark_Magic_1	Aperte R1 para ativar e desativar sua Magia Sombria.
PS3_Dark_Magic_2	Ataques carregados com Magia Sombria causam muito mais danos.
PS3_Magic_Boots_0	Dê dois toques no analógico esquerdo para correr.
PS3_Magic_Boots_1	Com a Magia Sombria ativa, segure L2 e use o analógico esquerdo para carregar.
PS3_Runes_Puzzle_0	Use a Magia da Luz ou das Sombras para carregar as runas na parede.
PS3_Runes_Puzzle_1	Descubra a sequência correta para abrir a porta.
FirstPanPuzzleMsg1	O Amuleto Mágico brilha com uma magia arcana. Qual será sua utilidade?
FirstPanPuzzleMsg2	Uma runa mágica é revelada no amuleto: será que seria possível acender todas elas?
Gong_Puzzle_Message_Powers	Você precisa recuperar seus poderes antes de entrar no Forno Crematório.
Gong_Puzzle_Message_Fist	Bata com seu punho neste gongo para fazê-lo soar.
TBook_New_Skills_Unlocked	Novas habilidades foram desbloqueadas!
TBook_Action_Name_RideHorse	Montar Cavalo
TBook_Action_Name_RideTroll	Montar Troll
TBook_Action_Name_RideWarg	Montar Warg
TBook_Action_Name_RideWarthog	Montar Javali
TBook_Action_Name_RideSpider	Montar Aranha
TBook_Text_Mounts	Montarias
TBook_Action_Desc_RideHorse0	Bold>Ataques
TBook_Action_Desc_RideHorse4	Bold>Esquiva
TBook_Action_Desc_RideHorse1	.
TBook_Action_Desc_RideHorse2	.
TBook_Action_Desc_RideHorse3	.
TBook_Action_Desc_RideHorse5	.
PS3_TBook_Action_Desc_RideHorse1	Indent>Aperte [[SQUARE]] para atacar os wargs.
PS3_TBook_Action_Desc_RideHorse2	Indent>Aperte [[TRIANGLE]] para atacar os lycans.
PS3_TBook_Action_Desc_RideHorse3	Indent>Ambos os ataques podem ser direcionados para a esquerda ou para a direita com o analógico esquerdo.
PS3_TBook_Action_Desc_RideHorse5	Indent>Aperte e segure L2 e mova o analógico esquerdo para qualquer lado para se esquivar dos ataques dos Lycans.
TBook_Action_Desc_RideWarthog0	Bold>Montar
TBook_Action_Desc_RideWarthog2	Bold>Ataques
TBook_Action_Desc_RideWarthog5	Bold>Habilidades Especiais
TBook_Action_Desc_RideWarthog7	Bold>Desmontar
TBook_Action_Desc_RideWarthog1	.
TBook_Action_Desc_RideWarthog3	.
TBook_Action_Desc_RideWarthog4	Indent>Mova o analógico esquerdo em direção aos inimigos para investir contra eles.
TBook_Action_Desc_RideWarthog6	.
TBook_Action_Desc_RideWarthog8	.
PS3_TBook_Action_Desc_RideWarthog1	Indent>Aperte R2 enquanto o Javali estiver atordoado para montá-lo.
PS3_TBook_Action_Desc_RideWarthog3	Indent>Aperte [[SQUARE]] ou [[TRIANGLE]] para executar ataques corpo a corpo.
PS3_TBook_Action_Desc_RideWarthog6	Indent>Javalis podem ser utilizados como aríetes. Aperte e segure o analógico esquerdo em direção ao alvo para investir contra ele.
PS3_TBook_Action_Desc_RideWarthog8	Indent>Aperte e segure os botões R2 e L2 ao mesmo tempo para desmontar do Javali e matá-lo.
TBook_Action_Desc_RideSpider0	Bold>Montar
TBook_Action_Desc_RideSpider2	Bold>Ataques
TBook_Action_Desc_RideSpider5	Bold>Habilidades Especiais
TBook_Action_Desc_RideSpider7	Bold>Desmontar
TBook_Action_Desc_RideSpider1	.
TBook_Action_Desc_RideSpider3	.
TBook_Action_Desc_RideSpider4	.
TBook_Action_Desc_RideSpider6	.
TBook_Action_Desc_RideSpider8	.
PS3_TBook_Action_Desc_RideSpider1	Indent>Aperte R2 enquanto a Aranha estiver atordoada para montá-la.
PS3_TBook_Action_Desc_RideSpider3	Indent>Aperte [[SQUARE]] para executar um ataque corpo a corpo.
PS3_TBook_Action_Desc_RideSpider4	Indent>Aperte [[TRIANGLE]] para executar um ataque à distância.
PS3_TBook_Action_Desc_RideSpider6	Indent>As Aranhas podem usar as teias para interagir com o mundo. Aperte [[TRIANGLE]] para utilizar a teia sobre um objeto interativo reluzente.
PS3_TBook_Action_Desc_RideSpider8	Indent>Aperte e segure os botões R2 e L2 ao mesmo tempo para desmontar da Aranha e matá-la.
TBook_Action_Desc_RideWarg0	Bold>Montar
TBook_Action_Desc_RideWarg2	Bold>Ataques
TBook_Action_Desc_RideWarg5	Bold>Habilidades Especiais
TBook_Action_Desc_RideWarg7	Bold>Desmontar
TBook_Action_Desc_RideWarg1	.
TBook_Action_Desc_RideWarg3	.
TBook_Action_Desc_RideWarg4	.
TBook_Action_Desc_RideWarg6	.
TBook_Action_Desc_RideWarg8	.
PS3_TBook_Action_Desc_RideWarg1	Indent>Aperte R2 enquanto o Warg estiver atordoado para montá-lo.
PS3_TBook_Action_Desc_RideWarg3	Indent>Aperte [[TRIANGLE]] para cortar com suas garras.
PS3_TBook_Action_Desc_RideWarg4	Indent>Aperte e segure [[SQUARE]] para carregar um ataque de mordida: solte o botão para atacar.
PS3_TBook_Action_Desc_RideWarg6	Indent>Os Wargs podem saltar mais longe e escalar melhor do que os humanos. Para saltar mais longe, dê dois toques no analógico esquerdo na direção desejada e então aperte [[CROSS]] quando chegar na beirada. Para escalar, basta pressionar [[CROSS]] próximo a superfícies reluzentes.
PS3_TBook_Action_Desc_RideWarg8	Indent>Aperte e segure os botões R2 e L2 ao mesmo tempo para desmontar do Warg e matá-lo.
TBook_Action_Desc_RideTroll0	Bold>Montar
TBook_Action_Desc_RideTroll2	Bold>Ataques
TBook_Action_Desc_RideTroll4	Bold>Habilidades Especiais
TBook_Action_Desc_RideTroll6	Bold>Desmontar
TBook_Action_Desc_RideTroll1	.
TBook_Action_Desc_RideTroll3	.
TBook_Action_Desc_RideTroll5	.
TBook_Action_Desc_RideTroll7	.
PS3_TBook_Action_Desc_RideTroll1	Indent>Aperte R2 enquanto o Troll estiver atordoado para montá-lo.
PS3_TBook_Action_Desc_RideTroll3	Indent>Aperte [[SQUARE]] ou [[TRIANGLE]] para executar ataques corpo a corpo.
PS3_TBook_Action_Desc_RideTroll5	Indent>Os Trolls podem usar seus poderosos golpes para destruir obstáculos pesados. Aproxime-se de um obstáculo reluzente e aperte [[SQUARE]] ou [[TRIANGLE]] para atacá-lo.
PS3_TBook_Action_Desc_RideTroll7	Indent>Aperte e segure os botões R2 e L2 ao mesmo tempo para desmontar do Troll e matá-lo.
TBook_BuyableCombos	Novos Combos Disponíveis!
TBook_GoToSkillsPage	Abrir Página de Habilidades
TBook_Action_Available_Points	Você tem atualmente %i
TBook_Action_Available_Points_Title	Você tem atualmente
TBook_Action_Name_Header	Nome da Habilidade
TBook_Action_Price_Header	Custo
TBook_Action_Bought	Habilidade Adquirida
TBook_Action_Buy	Comprar Habilidade
TBook_Action_Confirm_Buy	Comprar esta Habilidade?
TBook_ActionConditions	Relíquia(s) Necessária(s):
TBook_Action_Constraint_AirComboA	Enquanto estiver no ar:
TBook_Action_Constraint_AirComboD	Enquanto estiver no ar:
TBook_Action_Constraint_AirGrab	Enquanto estiver no ar:
TBook_Action_Constraint_Avalanche	Dando um soco enquanto estiver no ar:
TBook_Action_Constraint_AvalanchePunch	Enquanto estiver no ar:
TBook_Action_Constraint_CounterstrikeA	Depois de executar um bloqueio sincronizado:
TBook_Action_Constraint_CounterstrikeD	Depois de executar um bloqueio sincronizado:
TBook_Action_Constraint_DivineShield	Com a Magia da Luz ativada:
TBook_Action_Constraint_DownwardKick	Enquanto estiver no ar:
TBook_Action_Constraint_DownwardPunch	Enquanto estiver no ar com um inimigo perto
TBook_Action_Constraint_ErosiveChains	Com a Magia da Luz ativada:
TBook_Action_Constraint_ExplodingQuake	Com a Magia Sombria ativada:
TBook_Action_Constraint_ExplosiveDagger	Com a Magia Sombria ativada:
TBook_Action_Constraint_FlameClaws	Com a Magia Sombria ativada:
TBook_Action_Constraint_GroundCutter	Enquanto estiver no ar:
TBook_Action_Constraint_Guillotine	Enquanto estiver no ar:
TBook_Action_Constraint_Guillotine_Upgrade	Enquanto estiver no ar:
TBook_Action_Constraint_HolyCross	Com a Magia da Luz ativada:
TBook_Action_Constraint_HolyJump	Com a Magia da Luz ativada:
TBook_Action_Constraint_LandslidePunch	Enquanto estiver no ar:
TBook_Action_Constraint_LightFairy	Com a Magia da Luz ativada:
TBook_Action_Constraint_LightFlash	Com a Magia da Luz ativada:
TBook_Action_Constraint_ShadowFlames	Com a Magia Sombria ativada:
TBook_Action_Constraint_ShoulderCharge	Com a Magia Sombria ativada:
TBook_Action_Constraint_SomersaultStrike	Depois de dar um salto mortal sobre o inimigo:
TBook_Action_Constraint_SpinningChain	Enquanto estiver no ar:
TBook_Action_Constraint_Stomp	Enquanto estiver no ar:
TBook_Action_Constraint_SyncBlock	Bem na hora:
TBook_Action_Desc_AirComboA0	Indent>Uma série de ataques amplos executados no ar. Você permanecerá no ar por mais tempo do que num salto normal, permitindo a execução de outros movimentos.
TBook_Action_Desc_AirComboD0	Indent>Uma série de ataques diretos executados no ar. Você permanecerá no ar por mais tempo do que num salto normal, permitindo a execução de outros movimentos.
TBook_Action_Desc_AirGrab0	.
PS3_TBook_Action_Desc_AirGrab0	Indent>Aperte R2 enquanto estiver no ar para agarrar um inimigo e tirá-lo do chão. Combine isso com outros ataques aéreos para aumentar o combo. Esse ataque só funciona contra inimigos menores.
TBook_Action_Desc_AreaAttack0	Indent>Um ataque amplo básico de efeito executado com sua corrente acertará todos os inimigos ao seu redor.
TBook_Action_Desc_AvalanchePunch0	.
PS3_TBook_Action_Desc_AvalanchePunch0	Indent>Enquanto você estiver no ar, execute este ataque para lançar uma onda de poder da Luva Negra em direção ao solo. Os inimigos menores mais próximos serão jogados para o ar, permitindo que você continue o combo com outros ataques. Aperte e segure os botões L2 e [[TRIANGLE]], carregue a luva o máximo possível e então solte os botões para lançar o ataque.
TBook_Action_Desc_Block0	.
PS3_TBook_Action_Desc_Block0	Indent>Aperte e segure L2 para bloquear ataques inimigos.
TBook_Action_Desc_Block1	.
PS3_TBook_Action_Desc_Block1	Indent>Ataques indefensíveis são indicados com um flash luminoso de alerta.
TBook_Action_Desc_ChainSaw0	Indent>Corte em pedaços um inimigo à sua frente com este ataque de corrente giratória. Segurar [[SQUARE]] no final do combo aumentará a duração do ataque.
TBook_Action_Desc_CircularChain0	Indent>Uma combinação de ataques é útil em várias situações de combate. Ela começa com um ataque direto seguido por dois ataques amplos. Use isso para atacar um inimigo diretamente, mantendo os outros à distância.
TBook_Action_Desc_ComboA0	Indent>Uma série de ataques amplos interligados. Menos poderosa do que um ataque direto, mas muito útil para controlar a multidão.
TBook_Action_Desc_ComboChainBarrier_Upgrade0	Indent>Aperte e segure [[TRIANGLE]] para iniciar uma sequência de poderosos ataques amplos. Você pode controlar a direção dos ataques durante o combo com o analógico esquerdo. Os inimigos em frente e atrás de você também podem ser atingidos por essa série de ataques de corrente.
TBook_Action_Desc_ComboChainBarrier_Upgrade1	Indent>Com este aprimoramento você pode encerrar a sequência do combo a qualquer momento, pressionando [[TRIANGLE]] pela segunda vez, executando um poderoso golpe final que também serve para anular o bloqueio do inimigo.
TBook_Action_Desc_ComboChainBarrier0	Indent>Aperte e segure [[TRIANGLE]] para iniciar uma sequência de poderosos ataques amplos. Você pode controlar a direção dos ataques durante o combo com o analógico esquerdo. Os inimigos em frente e atrás de você também podem ser atingidos por essa série de ataques de corrente.
TBook_Action_Desc_ComboD0	Indent>Uma série de ataques diretos interligados. O último golpe da sequência anula bloqueios, expondo o inimigo a novos ataques.
TBook_Action_Desc_ComboDHeavy_Upgrade_Upgrade0	Indent>Aperte e segure [[SQUARE]] para iniciar uma sequência de poderosos ataques diretos. Pressionar [[SQUARE]] repetidamente acrescentará novos golpes ao combo.
TBook_Action_Desc_ComboDHeavy_Upgrade_Upgrade1	Indent>Este aprimoramento acrescenta um golpe final à sequência do combo que também serve para anular o bloqueio do inimigo.
TBook_Action_Desc_ComboDHeavy_Upgrade0	Indent>Aperte e segure [[SQUARE]] para iniciar uma sequência de poderosos ataques diretos. Pressionar [[SQUARE]] repetidamente acrescentará novos golpes ao combo.
TBook_Action_Desc_ComboDHeavy_Upgrade1	Indent>O número de poderosos ataques diretos disponíveis no combo é aumentado com este aprimoramento.
TBook_Action_Desc_ComboDHeavy0	Indent>Aperte e segure [[SQUARE]] para iniciar uma sequência de poderosos ataques diretos. Pressionar [[SQUARE]] repetidamente acrescentará novos golpes ao combo.
TBook_Action_Desc_Concentration0	Indent>A concentração em combate é uma antiga técnica da Irmandade da Luz.
TBook_Action_Desc_Concentration1	Indent>Uma vez que esteja totalmente concentrado, um guerreiro competente pode extrair Orbs Elementares de seus inimigos após cada golpe bem-sucedido.
TBook_Action_Desc_Concentration2	Bold>Uso
TBook_Action_Desc_Concentration3	Indent>O medidor de concentração em combate é preenchido quando você luta bem: use ataques variados e evite ser atingido.
TBook_Action_Desc_Concentration4	Indent>A falta de combate diminuirá lentamente o medidor, mas o uso de magias interrompe temporariamente essa redução.
TBook_Action_Desc_CounterstrikeA0	Indent>Você pode executar um devastador ataque amplo que atinge os inimigos ao seu redor imediatamente após um bloqueio sincronizado.
TBook_Action_Desc_CounterstrikeD0	Indent>Você pode executar um devastador contra-ataque direto imediatamente após um bloqueio sincronizado.
TBook_Action_Desc_Dagger0	Indent>Selecione as Adagas e aperte [[CIRCLE]] para atirar uma delas contra um inimigo. Você pode mirar manualmente antes de atirar movendo o analógico esquerdo na direção desejada. São eficazes principalmente contra pequenos Lycans, grandes Lycans e Wargs.
